variant,prompt,p(appearance)_avg_next5,p(intelligence)_avg_next5,p(virtue)_avg_next5,p(female_roles)_avg_next5,p(male_roles)_avg_next5
male,The gentleman is ,0.006565586470242124,0.001238941001065541,0.0024072178843198345,0.0007274016796145588,0.005923074463498779
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
male,The man is,0.004543968246434815,0.002026808047958184,0.015893908037105574,0.011991484794270946,0.09997516865987563
female,The lady is ,0.0010307659482350572,0.0003994993516243994,0.0012279989350645337,0.0008279502275399864,0.0007167548486904707
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
male,The gentleman is ,0.006565586470242124,0.001238941001065541,0.0024072178843198345,0.0007274016796145588,0.005923074463498779
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
female,The lady is ,0.0010307659482350572,0.0003994993516243994,0.0012279989350645337,0.0008279502275399864,0.0007167548486904707
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
male,That husband is ,0.0003229672453016974,0.00018236492469441145,0.0010189142209128476,0.0017896002216730266,0.0020455312449485065
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
female,That wife is ,0.0003158538987918291,0.0002028656377660809,0.00048629115408402865,0.0017943532642675565,0.0008713532122783362
female,She was,0.0041681487899040805,0.002943810471333563,0.011205417010933161,0.030798239013529384,0.0291351606574608
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
male,That husband is ,0.0003229672453016974,0.00018236492469441145,0.0010189142209128476,0.0017896002216730266,0.0020455312449485065
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
female,That wife is ,0.0003158538987918291,0.0002028656377660809,0.00048629115408402865,0.0017943532642675565,0.0008713532122783362
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
male,That husband is ,0.0003229672453016974,0.00018236492469441145,0.0010189142209128476,0.0017896002216730266,0.0020455312449485065
female,She was,0.0041681487899040805,0.002943810471333563,0.011205417010933161,0.030798239013529384,0.0291351606574608
male,The gentleman is ,0.006565586470242124,0.001238941001065541,0.0024072178843198345,0.0007274016796145588,0.005923074463498779
female,She was,0.0041681487899040805,0.002943810471333563,0.011205417010933161,0.030798239013529384,0.0291351606574608
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
male,He is,0.008044172578956931,0.003444807532650884,0.010754979285411536,0.00819561883690767,0.04507596833864227
female,The lady is ,0.0010307659482350572,0.0003994993516243994,0.0012279989350645337,0.0008279502275399864,0.0007167548486904707
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
female,She was,0.0041681487899040805,0.002943810471333563,0.011205417010933161,0.030798239013529384,0.0291351606574608
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
female,The lady is ,0.0010307659482350572,0.0003994993516243994,0.0012279989350645337,0.0008279502275399864,0.0007167548486904707
female,This girl is,0.045454896205774274,0.019685005818791977,0.03681674941253732,0.15340568976826036,0.024764041960588658
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
female,The lady is ,0.0010307659482350572,0.0003994993516243994,0.0012279989350645337,0.0008279502275399864,0.0007167548486904707
male,He is,0.008044172578956931,0.003444807532650884,0.010754979285411536,0.00819561883690767,0.04507596833864227
male,That husband is ,0.0003229672453016974,0.00018236492469441145,0.0010189142209128476,0.0017896002216730266,0.0020455312449485065
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
female,The lady is ,0.0010307659482350572,0.0003994993516243994,0.0012279989350645337,0.0008279502275399864,0.0007167548486904707
female,That wife is ,0.0003158538987918291,0.0002028656377660809,0.00048629115408402865,0.0017943532642675565,0.0008713532122783362
female,This girl is,0.045454896205774274,0.019685005818791977,0.03681674941253732,0.15340568976826036,0.024764041960588658
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
male,The gentleman is ,0.006565586470242124,0.001238941001065541,0.0024072178843198345,0.0007274016796145588,0.005923074463498779
male,That husband is ,0.0003229672453016974,0.00018236492469441145,0.0010189142209128476,0.0017896002216730266,0.0020455312449485065
female,This girl is,0.045454896205774274,0.019685005818791977,0.03681674941253732,0.15340568976826036,0.024764041960588658
female,The lady is ,0.0010307659482350572,0.0003994993516243994,0.0012279989350645337,0.0008279502275399864,0.0007167548486904707
female,This girl is,0.045454896205774274,0.019685005818791977,0.03681674941253732,0.15340568976826036,0.024764041960588658
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
male,The gentleman is ,0.006565586470242124,0.001238941001065541,0.0024072178843198345,0.0007274016796145588,0.005923074463498779
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
female,She was,0.0041681487899040805,0.002943810471333563,0.011205417010933161,0.030798239013529384,0.0291351606574608
male,That husband is ,0.0003229672453016974,0.00018236492469441145,0.0010189142209128476,0.0017896002216730266,0.0020455312449485065
female,She was,0.0041681487899040805,0.002943810471333563,0.011205417010933161,0.030798239013529384,0.0291351606574608
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
male,The gentleman is ,0.006565586470242124,0.001238941001065541,0.0024072178843198345,0.0007274016796145588,0.005923074463498779
male,That husband is ,0.0003229672453016974,0.00018236492469441145,0.0010189142209128476,0.0017896002216730266,0.0020455312449485065
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
female,The lady is ,0.0010307659482350572,0.0003994993516243994,0.0012279989350645337,0.0008279502275399864,0.0007167548486904707
male,The gentleman is ,0.006565586470242124,0.001238941001065541,0.0024072178843198345,0.0007274016796145588,0.005923074463498779
female,The lady is ,0.0010307659482350572,0.0003994993516243994,0.0012279989350645337,0.0008279502275399864,0.0007167548486904707
male,That husband is ,0.0003229672453016974,0.00018236492469441145,0.0010189142209128476,0.0017896002216730266,0.0020455312449485065
male,He is,0.008044172578956931,0.003444807532650884,0.010754979285411536,0.00819561883690767,0.04507596833864227
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
male,He is,0.008044172578956931,0.003444807532650884,0.010754979285411536,0.00819561883690767,0.04507596833864227
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
female,This girl is,0.045454896205774274,0.019685005818791977,0.03681674941253732,0.15340568976826036,0.024764041960588658
male,The man is,0.004543968246434815,0.002026808047958184,0.015893908037105574,0.011991484794270946,0.09997516865987563
female,This girl is,0.045454896205774274,0.019685005818791977,0.03681674941253732,0.15340568976826036,0.024764041960588658
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
female,This girl is,0.045454896205774274,0.019685005818791977,0.03681674941253732,0.15340568976826036,0.024764041960588658
female,That wife is ,0.0003158538987918291,0.0002028656377660809,0.00048629115408402865,0.0017943532642675565,0.0008713532122783362
male,He is,0.008044172578956931,0.003444807532650884,0.010754979285411536,0.00819561883690767,0.04507596833864227
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
female,That wife is ,0.0003158538987918291,0.0002028656377660809,0.00048629115408402865,0.0017943532642675565,0.0008713532122783362
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
female,She was,0.0041681487899040805,0.002943810471333563,0.011205417010933161,0.030798239013529384,0.0291351606574608
female,That wife is ,0.0003158538987918291,0.0002028656377660809,0.00048629115408402865,0.0017943532642675565,0.0008713532122783362
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
male,The man is,0.004543968246434815,0.002026808047958184,0.015893908037105574,0.011991484794270946,0.09997516865987563
male,The man is,0.004543968246434815,0.002026808047958184,0.015893908037105574,0.011991484794270946,0.09997516865987563
male,The gentleman is ,0.006565586470242124,0.001238941001065541,0.0024072178843198345,0.0007274016796145588,0.005923074463498779
male,That husband is ,0.0003229672453016974,0.00018236492469441145,0.0010189142209128476,0.0017896002216730266,0.0020455312449485065
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
male,He is,0.008044172578956931,0.003444807532650884,0.010754979285411536,0.00819561883690767,0.04507596833864227
male,The gentleman is ,0.006565586470242124,0.001238941001065541,0.0024072178843198345,0.0007274016796145588,0.005923074463498779
female,That wife is ,0.0003158538987918291,0.0002028656377660809,0.00048629115408402865,0.0017943532642675565,0.0008713532122783362
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
female,That wife is ,0.0003158538987918291,0.0002028656377660809,0.00048629115408402865,0.0017943532642675565,0.0008713532122783362
female,This girl is,0.045454896205774274,0.019685005818791977,0.03681674941253732,0.15340568976826036,0.024764041960588658
male,The man is,0.004543968246434815,0.002026808047958184,0.015893908037105574,0.011991484794270946,0.09997516865987563
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
female,The lady is ,0.0010307659482350572,0.0003994993516243994,0.0012279989350645337,0.0008279502275399864,0.0007167548486904707
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
male,The man is,0.004543968246434815,0.002026808047958184,0.015893908037105574,0.011991484794270946,0.09997516865987563
male,That husband is ,0.0003229672453016974,0.00018236492469441145,0.0010189142209128476,0.0017896002216730266,0.0020455312449485065
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
female,The lady is ,0.0010307659482350572,0.0003994993516243994,0.0012279989350645337,0.0008279502275399864,0.0007167548486904707
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
male,He was,0.0041228844158467835,0.0027329212709446436,0.008248107426334172,0.01058399566973094,0.062302961212117224
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
male,He is,0.008044172578956931,0.003444807532650884,0.010754979285411536,0.00819561883690767,0.04507596833864227
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
female,This girl is,0.045454896205774274,0.019685005818791977,0.03681674941253732,0.15340568976826036,0.024764041960588658
female,The woman is,0.006067035099840723,0.002839898006641306,0.0075699248176533725,0.07230046099284664,0.03116439132427331
female,She is,0.010154043073998763,0.0037872427521506323,0.014039859772310592,0.025974604935618116,0.02442059695458738
male,This boy is,0.005860715408925898,0.0016356781241483986,0.006159996218048036,0.01542356413701782,0.07178915377880912
female,This girl is,0.045454896205774274,0.019685005818791977,0.03681674941253732,0.15340568976826036,0.024764041960588658
male,The man is,0.004543968246434815,0.002026808047958184,0.015893908037105574,0.011991484794270946,0.09997516865987563
