layer,neuron_id,concept,AP,AUROC,P(fire|label=1),P(fire|label=0),lift,label_support,neuron_fires_total
6,2871,female,0.44268803065010404,0.6544289044289044,0.34545454545454546,0.06153846153846154,5.613636272414774,110,62
6,1582,female,0.40124632648444514,0.6509557109557109,0.5,0.2358974358974359,2.119565208406191,110,147
6,3052,female,0.3935470664134179,0.6085780885780885,0.22727272727272727,0.017948717948717947,12.662336956864603,110,32
6,2376,female,0.38239514196471347,0.6438344988344988,0.4727272727272727,0.2282051282051282,2.0715015230983234,110,141
6,4049,female,0.3526984070763661,0.581888111888112,0.19090909090909092,0.028205128205128206,6.768594801344863,110,32
6,2009,female,0.33901351351355835,0.6031002331002331,0.42727272727272725,0.24102564102564103,1.7727272653723403,110,141
6,1186,female,0.33373620627344364,0.5880885780885782,0.16363636363636364,0.01282051282051282,12.763635368072805,110,23
6,3322,female,0.3321632130297337,0.5699417249417251,0.24545454545454545,0.13333333333333333,1.840909077102273,110,79
6,4351,female,0.3244170141137481,0.5874708624708624,0.21818181818181817,0.05384615384615385,4.051947976697589,110,45
6,3966,female,0.3192727272727273,0.5636363636363636,0.12727272727272726,0.0,127272727.27272725,110,14
6,4328,male,0.7160771207573272,0.8177018484819462,0.6792452830188679,0.1116751269035533,6.08233270711352,106,116
6,3222,male,0.37505327436431174,0.5940044057082655,0.2169811320754717,0.027918781725888325,7.771869361419938,106,34
6,2228,male,0.34581132075471693,0.5827985825112536,0.16981132075471697,0.005076142131979695,33.452823598472996,106,20
6,1582,male,0.34187866647760773,0.6792692270855282,0.5471698113207547,0.22588832487309646,2.422302300067306,106,147
6,2376,male,0.3203276901354434,0.6557561536251316,0.5,0.2233502538071066,2.238636353613378,106,141
6,2022,male,0.2994236088242747,0.5566756057848865,0.1509433962264151,0.04060913705583756,3.716981040544814,106,32
6,209,male,0.29328249779597315,0.5597524183507326,0.14150943396226415,0.02030456852791878,6.9693392794015505,106,23
6,4265,male,0.2789056603773585,0.5424528301886793,0.08490566037735849,0.0,84905660.37735848,106,9
6,1770,male,0.27148043045236114,0.5331984484244804,0.32075471698113206,0.2766497461928934,1.159425303061949,106,143
6,2229,male,0.26667874634581945,0.544895124988028,0.1509433962264151,0.0583756345177665,2.585725960627457,106,39
6,1582,family,0.46463209101976,0.7456183862433864,0.6666666666666666,0.1913265306122449,3.484444426232415,108,147
6,4120,family,0.3734003485414118,0.5881519274376417,0.3333333333333333,0.18877551020408162,1.7657657564119795,108,110
6,641,family,0.3628368173276839,0.6057256235827664,0.3148148148148148,0.11479591836734694,2.742386807386484,108,79
6,209,family,0.3624036658333819,0.5992299697656841,0.19444444444444445,0.00510204081632653,38.1111036413348,108,23
6,4232,family,0.3433903433458348,0.6223781179138321,0.37962962962962965,0.1556122448979592,2.4395871124343715,108,102
6,2867,family,0.3357318006500675,0.5875377928949358,0.21296296296296297,0.04081632653061224,5.2175924647615775,108,39
6,851,family,0.33298413662658005,0.5585199357520787,0.17592592592592593,0.0663265306122449,2.652421612431296,108,45
6,2010,family,0.3267539300548559,0.5662674792139077,0.1574074074074074,0.02806122448979592,5.609427409528014,108,28
6,2917,family,0.31935436858627847,0.5850694444444444,0.24074074074074073,0.08418367346938775,2.8597081590716598,108,59
6,3258,family,0.31586222040104905,0.5621811224489796,0.21296296296296297,0.09183673469387756,2.318930015901692,108,59
6,3711,marriage,0.35287110718730674,0.5834417555729031,0.319672131147541,0.1931216931216931,1.6552885609324854,122,112
6,4010,marriage,0.3427016961905668,0.5959319975713419,0.3442622950819672,0.15608465608465608,2.2056126560552887,122,101
6,4389,marriage,0.30901534731978914,0.5279512533610894,0.28688524590163933,0.24867724867724866,1.1536449203695947,122,129
6,271,marriage,0.3051220612615224,0.581468470812733,0.39344262295081966,0.23809523809523808,1.6524590094531149,122,138
6,1830,marriage,0.30446000681395957,0.582498482088646,0.27049180327868855,0.10582010582010581,2.556147516828013,122,73
6,3242,marriage,0.29335212576475,0.5495598057073467,0.12295081967213115,0.023809523809523808,5.163934209344272,122,24
6,1120,marriage,0.29052484846098725,0.531615925058548,0.21311475409836064,0.16137566137566137,1.3206127303276838,122,87
6,1110,marriage,0.28907998402953144,0.5314858183710643,0.18032786885245902,0.11904761904761904,1.5147540856367216,122,67
6,1723,marriage,0.2876502531320477,0.533133836412525,0.1885245901639344,0.12698412698412698,1.4846311358495135,122,71
6,2242,marriage,0.28448243561205094,0.5276259866423801,0.09016393442622951,0.03968253968253968,2.2721310902832803,122,26
6,1699,love,0.22352614270594914,0.634518272425249,0.37142857142857144,0.13023255813953488,2.852040794426932,70,82
6,1830,love,0.22298944241813426,0.651046511627907,0.4142857142857143,0.10232558139534884,4.048701259134446,70,73
6,2330,love,0.21421408755082583,0.6341694352159468,0.42857142857142855,0.1744186046511628,2.457142843055238,70,105
6,346,love,0.20206652177208648,0.5800830564784053,0.32857142857142857,0.17674418604651163,1.8590225458728236,70,99
6,965,love,0.19943170234308116,0.6051162790697675,0.37142857142857144,0.16511627906976745,2.2494969682676342,70,97
6,82,love,0.1942857142857143,0.5301495016611295,0.07142857142857142,0.011627906976744186,6.142856614571474,70,10
6,3737,love,0.19355950262463095,0.5474418604651162,0.15714285714285714,0.06511627906976744,2.4132652690615894,70,39
6,1773,love,0.1934633850177539,0.5661794019933555,0.38571428571428573,0.26744186046511625,1.4422360194520119,70,142
6,2019,love,0.19019570905285194,0.5446511627906977,0.07142857142857142,0.011627906976744186,6.142856614571474,70,10
6,1089,love,0.188430969312261,0.5150996677740863,0.18571428571428572,0.14883720930232558,1.247767848759417,70,77
6,1830,wealth,0.3418765827013823,0.6471520673486787,0.3695652173913043,0.09558823529411764,3.8662206953393365,92,73
6,1794,wealth,0.311131562935303,0.6228420716112532,0.44565217391304346,0.22794117647058823,1.9551192060089582,92,134
6,4356,wealth,0.2611068898894986,0.5585837595907928,0.15217391304347827,0.03431372549019608,4.43478247945342,92,28
6,942,wealth,0.24888722521495318,0.6001039002557544,0.3804347826086957,0.23039215686274508,1.6512488364961524,92,129
6,2994,wealth,0.23977645073557322,0.5572383844842286,0.2717391304347826,0.15931372549019607,1.7056856080226397,92,90
6,3946,wealth,0.23262389197242045,0.5377237851662404,0.15217391304347827,0.0857843137254902,1.7739130227995035,92,49
6,3433,wealth,0.2297699103610229,0.5498188405797102,0.11956521739130435,0.01715686274509804,6.968943693189021,92,18
6,3104,wealth,0.22575909662247867,0.5848518755328219,0.22826086956521738,0.07352941176470588,3.1043477838678264,92,51
6,4047,wealth,0.22089529711771028,0.5901800937766412,0.391304347826087,0.2034313725490196,1.9235201581716537,92,119
6,2224,wealth,0.2163840579710145,0.5161711423699915,0.06521739130434782,0.03431372549019608,1.900621062622894,92,20
6,1830,emotion,0.44745359911017984,0.6891231517166679,0.4444444444444444,0.07231920199501247,6.145593784753072,99,73
6,4356,emotion,0.38668980333227054,0.6274717247285826,0.25252525252525254,0.007481296758104738,33.75420424239679,99,28
6,113,emotion,0.3650627699470257,0.640721428751354,0.37373737373737376,0.09725685785536159,3.8427868032751125,99,76
6,2330,emotion,0.35905022176459356,0.6436182271593742,0.42424242424242425,0.1571072319201995,2.700336683148843,99,105
6,3839,emotion,0.3434219426927581,0.6447769465225824,0.36363636363636365,0.08728179551122195,4.1662337185006315,99,71
6,1699,emotion,0.29385836080136046,0.608844051487443,0.32323232323232326,0.12468827930174564,2.5923232115328,99,82
6,2763,emotion,0.2884882033913507,0.578603995062848,0.2727272727272727,0.12219451371571072,2.23191092793143,99,76
6,996,emotion,0.28440986920395883,0.5832640620670545,0.24242424242424243,0.09226932668329177,2.6273545988797844,99,61
6,3433,emotion,0.2647035799415479,0.5520038288118088,0.12121212121212122,0.014962593516209476,8.10100955959263,99,18
6,4191,emotion,0.2549793542938764,0.5341696264389532,0.1919191919191919,0.12468827930174564,1.5391919068475999,99,69
6,2242,scandal,0.2153638660190384,0.5470255550900711,0.12121212121212122,0.041474654377880185,2.922558852092781,66,26
6,942,scandal,0.2117092289579587,0.6345831587767072,0.4696969696969697,0.22580645161290322,2.0800865708747684,66,129
6,271,scandal,0.19515129302794534,0.6933040078201368,0.6666666666666666,0.21658986175115208,3.078014170185906,66,138
6,4151,scandal,0.19278969857560696,0.6054322022063957,0.24242424242424243,0.041474654377880185,5.845117704185562,66,34
6,2734,scandal,0.19027635071734195,0.6077188940092165,0.24242424242424243,0.08525345622119816,2.8435708102165265,66,53
6,141,scandal,0.1846060606060606,0.5216450216450216,0.06060606060606061,0.018433179723502304,3.2878786095113735,66,12
6,3433,scandal,0.18175007594744436,0.5482474514732578,0.10606060606060606,0.02534562211981567,4.184572837654402,66,18
6,4156,scandal,0.17739920685375232,0.5386468370339337,0.12121212121212122,0.041474654377880185,2.922558852092781,66,26
6,996,scandal,0.17159438715325237,0.5741167434715821,0.24242424242424243,0.10368663594470046,2.3380471154979725,66,61
6,1830,scandal,0.1707176775079582,0.6077188940092166,0.3484848484848485,0.1152073732718894,3.0248484585928006,66,73
6,2242,duty,0.38580783007747677,0.6368419364152578,0.273972602739726,0.01405152224824356,19.49771550738975,73,26
6,2424,duty,0.2397002109270441,0.5810529017355875,0.1780821917808219,0.01639344262295082,10.863013035986341,73,20
6,1794,duty,0.23470484509732534,0.5722626800551794,0.3698630136986301,0.2505854800936768,1.4759953852249066,73,134
6,2734,duty,0.22290548810344762,0.5734657213435566,0.2191780821917808,0.08665105386416862,2.529433513941143,73,53
6,1660,duty,0.22205909260174095,0.6068140258573674,0.4383561643835616,0.24824355971896955,1.7658309569601036,73,138
6,424,duty,0.20093919050196232,0.6128452728497642,0.4657534246575342,0.2459016393442623,1.8940639192381126,73,139
6,1351,duty,0.20082118784637562,0.5518590998043051,0.1506849315068493,0.0468384074941452,3.217123218985652,73,31
6,2342,duty,0.19532275128319837,0.5267716788040165,0.2054794520547945,0.1756440281030445,1.1698630070382101,73,90
6,3322,duty,0.1863886554013277,0.5707869494081038,0.273972602739726,0.13817330210772832,1.982818652935584,73,79
6,3052,duty,0.18308087551056346,0.570081165185589,0.1780821917808219,0.04449648711943794,4.002162851657232,73,32
6,1660,class,0.25692544034485393,0.6286824274561792,0.46774193548387094,0.24885844748858446,1.8795501552173626,62,138
6,3740,class,0.23106708720401462,0.6409633230225366,0.3870967741935484,0.12557077625570776,3.082697922664591,62,79
6,495,class,0.21374516778980973,0.5776623950508175,0.1774193548387097,0.0228310502283105,7.770967401567113,62,21
6,3946,class,0.21003047143735032,0.5898144056562086,0.24193548387096775,0.0776255707762557,3.1166982520697073,62,49
6,4047,class,0.1671843797092151,0.612829577257328,0.45161290322580644,0.20776255707762556,2.173697260009053,62,119
6,942,class,0.16655237311148366,0.6009721608484313,0.41935483870967744,0.23515981735159816,1.7832759084831444,62,129
6,2734,class,0.15895905646971928,0.5419060244513184,0.1935483870967742,0.09360730593607305,2.067663235189039,62,53
6,3813,class,0.15790534286502025,0.5448887906908234,0.11290322580645161,0.0228310502283105,4.945161073724526,62,17
6,1830,class,0.15762473310717437,0.5858926204153778,0.3064516129032258,0.1232876712328767,2.485663062275787,62,73
6,2084,class,0.15668012466475717,0.5395308587420828,0.24193548387096775,0.18036529680365296,1.3413638145312219,62,94
6,376,society,0.3895075757575757,0.6287786849073256,0.25,0.0048543689320388345,51.49998939100219,88,24
6,2353,society,0.2715528069539889,0.6438796337157987,0.45454545454545453,0.17475728155339806,2.6010100861265433,88,112
6,3782,society,0.2697967600308779,0.5780974183583407,0.23863636363636365,0.08495145631067962,2.8090908760238964,88,56
6,1236,society,0.2671291385038359,0.6548984995586936,0.5340909090909091,0.2087378640776699,2.5586680638521315,88,133
6,1513,society,0.2509455656429598,0.5786076787290381,0.23863636363636365,0.06067961165048544,3.9327272079159283,88,46
6,2019,society,0.24719687131050763,0.5466957193292145,0.09090909090909091,0.0048543689320388345,18.72726886945534,88,10
6,1660,society,0.24243571116187795,0.6256067961165048,0.4659090909090909,0.2354368932038835,1.9789128313323026,88,138
6,4151,society,0.23204465644439404,0.5540324360105914,0.14772727272727273,0.050970873786407765,2.898268341407134,88,34
6,70,society,0.22613717097981303,0.5419378861429833,0.14772727272727273,0.06553398058252427,2.2542087198111993,88,40
6,2734,society,0.21566615723091076,0.5673681597528686,0.2159090909090909,0.0825242718446602,2.6163101287242845,88,53
